ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,AGEB,MZA,POBTOT,TVIVHAB,VIVPAR_HAB,Mun,Loc,AGEB,MZA
31,Yucatán,79,Tekax,1,074A,1,11,4,4,079,0001,074A,0001
31,Yucatán,79,Tekax,1,074A,2,3,2,0,079,0001,074A,0002
31,Yucatán,79,Tekax,10,0,0,3327,887,877,079,0010,0000,0000
31,Yucatán,79,Tekax,10,684,0,1899,507,499,079,0010,0684,0000
31,Yucatán,79,Tekax,10,684,1,58,20,20,079,0010,0684,0001
31,Yucatán,79,Tekax,10,684,2,31,5,5,079,0010,0684,0002
31,Yucatán,79,Tekax,10,684,3,70,16,14,079,0010,0684,0003
31,Yucatán,79,Tekax,10,684,4,54,15,15,079,0010,0684,0004
31,Yucatán,79,Tekax,10,684,5,58,17,17,079,0010,0684,0005
31,Yucatán,79,Tekax,10,684,6,53,16,16,079,0010,0684,0006
31,Yucatán,79,Tekax,10,684,7,74,16,16,079,0010,0684,0007
31,Yucatán,79,Tekax,10,684,8,22,5,5,079,0010,0684,0008
31,Yucatán,79,Tekax,10,684,9,33,10,10,079,0010,0684,0009
31,Yucatán,79,Tekax,10,684,10,61,15,13,079,0010,0684,0010
31,Yucatán,79,Tekax,10,684,11,70,21,21,079,0010,0684,0011
31,Yucatán,79,Tekax,10,684,12,46,14,11,079,0010,0684,0012
31,Yucatán,79,Tekax,10,684,13,73,21,21,079,0010,0684,0013
31,Yucatán,79,Tekax,10,684,14,51,15,15,079,0010,0684,0014
31,Yucatán,79,Tekax,10,684,15,74,19,19,079,0010,0684,0015
31,Yucatán,79,Tekax,10,684,16,38,12,12,079,0010,0684,0016
31,Yucatán,79,Tekax,10,684,17,0,0,0,079,0010,0684,0017
31,Yucatán,79,Tekax,10,684,18,47,10,10,079,0010,0684,0018
31,Yucatán,79,Tekax,10,684,19,38,11,11,079,0010,0684,0019
31,Yucatán,79,Tekax,10,684,20,0,0,0,079,0010,0684,0020
31,Yucatán,79,Tekax,10,684,21,55,15,15,079,0010,0684,0021
31,Yucatán,79,Tekax,10,684,22,111,22,22,079,0010,0684,0022
31,Yucatán,79,Tekax,10,684,23,56,17,17,079,0010,0684,0023
31,Yucatán,79,Tekax,10,684,24,93,28,28,079,0010,0684,0024
31,Yucatán,79,Tekax,10,684,25,94,25,25,079,0010,0684,0025
31,Yucatán,79,Tekax,10,684,26,0,0,0,079,0010,0684,0026
31,Yucatán,79,Tekax,10,684,27,53,14,14,079,0010,0684,0027
31,Yucatán,79,Tekax,10,684,28,52,13,13,079,0010,0684,0028
31,Yucatán,79,Tekax,10,684,29,25,9,8,079,0010,0684,0029
31,Yucatán,79,Tekax,10,684,30,110,31,31,079,0010,0684,0030
31,Yucatán,79,Tekax,10,684,31,30,8,8,079,0010,0684,0031
31,Yucatán,79,Tekax,10,684,32,38,10,10,079,0010,0684,0032
31,Yucatán,79,Tekax,10,684,33,11,2,0,079,0010,0684,0033
31,Yucatán,79,Tekax,10,684,34,37,8,8,079,0010,0684,0034
31,Yucatán,79,Tekax,10,684,35,2,1,0,079,0010,0684,0035
31,Yucatán,79,Tekax,10,684,36,18,3,3,079,0010,0684,0036
31,Yucatán,79,Tekax,10,684,37,62,17,17,079,0010,0684,0037
31,Yucatán,79,Tekax,10,684,38,0,0,0,079,0010,0684,0038
31,Yucatán,79,Tekax,10,684,39,0,0,0,079,0010,0684,0039
31,Yucatán,79,Tekax,10,684,40,36,9,9,079,0010,0684,0040
31,Yucatán,79,Tekax,10,684,41,52,14,14,079,0010,0684,0041
31,Yucatán,79,Tekax,10,684,42,13,3,3,079,0010,0684,0042
31,Yucatán,79,Tekax,10,684,43,0,0,0,079,0010,0684,0043
31,Yucatán,79,Tekax,10,699,0,1394,369,367,079,0010,0699,0000
31,Yucatán,79,Tekax,10,699,1,71,17,17,079,0010,0699,0001
31,Yucatán,79,Tekax,10,699,2,49,14,14,079,0010,0699,0002
31,Yucatán,79,Tekax,10,699,3,75,16,16,079,0010,0699,0003
31,Yucatán,79,Tekax,10,699,4,60,15,15,079,0010,0699,0004
31,Yucatán,79,Tekax,10,699,5,81,16,16,079,0010,0699,0005
31,Yucatán,79,Tekax,10,699,6,39,12,12,079,0010,0699,0006
31,Yucatán,79,Tekax,10,699,7,67,15,15,079,0010,0699,0007
31,Yucatán,79,Tekax,10,699,8,40,10,10,079,0010,0699,0008
31,Yucatán,79,Tekax,10,699,9,27,8,8,079,0010,0699,0009
31,Yucatán,79,Tekax,10,699,10,34,10,10,079,0010,0699,0010
31,Yucatán,79,Tekax,10,699,11,79,19,19,079,0010,0699,0011
31,Yucatán,79,Tekax,10,699,12,72,16,16,079,0010,0699,0012
31,Yucatán,79,Tekax,10,699,13,106,23,23,079,0010,0699,0013
31,Yucatán,79,Tekax,10,699,14,45,13,13,079,0010,0699,0014
31,Yucatán,79,Tekax,10,699,18,3,1,0,079,0010,0699,0018
31,Yucatán,79,Tekax,10,699,20,24,8,8,079,0010,0699,0020
31,Yucatán,79,Tekax,10,699,21,43,13,12,079,0010,0699,0021
31,Yucatán,79,Tekax,10,699,22,56,15,15,079,0010,0699,0022
31,Yucatán,79,Tekax,10,699,23,40,11,11,079,0010,0699,0023
31,Yucatán,79,Tekax,10,699,24,41,15,15,079,0010,0699,0024
31,Yucatán,79,Tekax,10,699,25,29,6,6,079,0010,0699,0025
31,Yucatán,79,Tekax,10,699,30,22,7,7,079,0010,0699,0030
31,Yucatán,79,Tekax,10,699,31,14,4,4,079,0010,0699,0031
31,Yucatán,79,Tekax,10,699,32,56,15,15,079,0010,0699,0032
31,Yucatán,79,Tekax,10,699,33,45,14,14,079,0010,0699,0033
31,Yucatán,79,Tekax,10,699,34,36,11,11,079,0010,0699,0034
31,Yucatán,79,Tekax,10,699,35,25,10,10,079,0010,0699,0035
31,Yucatán,79,Tekax,10,699,36,47,14,14,079,0010,0699,0036
31,Yucatán,79,Tekax,10,699,37,16,4,4,079,0010,0699,0037
31,Yucatán,79,Tekax,10,699,38,11,5,5,079,0010,0699,0038
31,Yucatán,79,Tekax,10,699,39,12,5,4,079,0010,0699,0039
31,Yucatán,79,Tekax,10,699,41,24,6,6,079,0010,0699,0041
31,Yucatán,79,Tekax,10,699,42,0,0,0,079,0010,0699,0042
31,Yucatán,79,Tekax,10,699,800,5,1,0,079,0010,0699,0800
31,Yucatán,79,Tekax,10,754,0,4,1,0,079,0010,0754,0000
31,Yucatán,79,Tekax,10,754,1,4,1,0,079,0010,0754,0001
31,Yucatán,79,Tekax,10,769,0,30,10,10,079,0010,0769,0000
31,Yucatán,79,Tekax,10,769,1,30,10,10,079,0010,0769,0001
